"id";"incept";"src";"description";"contextual";"inside";"window";"more_than_one_sign";"lat";"lng";"island";"city";"neighborhood";"street";"language_typology";"languages";"landmarks";"producer";"type";"transcription";"is_duplicate";"rhizome"
"111";"2017-03-07";"casablanca.jpg";"casablanca";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Oneawa St";"1";"Eng";;"bus";"cont";"shop name casablanca";"0";"0"
"112";"2017-04-01";"caution desk kailua bicycle.jpg";"caution desk kailua bicycle";"0";"1";"0";"0";"21.39378888888889";"-157.74528611111108";"Oahu";"Kailua";"Kailua";"Kainehe St";"1";"Jp";;"bus";"con";"caution desk kailua bicycle";"0";"0"
"113";"2017-03-25";"caution trolley parking.jpg";"caution trolley parking";"0";"0";"0";"0";"21.39295";"-157.74061666666665";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"caution trolley parking";"0";"0"
"114";"2017-03-27";"chadlou aloha.jpg";"chadlou aloha";"0";"1";"0";"0";"21.39498888888889";"-157.74580277777775";"Oahu";"Kailua";"Kailua";"Uluniu St";"1";"Hwn";;"bus";"con";"chadlou aloha";"0";"0"
"115";"2017-03-27";"chadlous inside.jpg";"chadlou's inside";"1";"1";"0";"0";"21.39502222222222";"-157.74569722222222";"Oahu";"Kailua";"Kailua";"Uluniu St";"0";;;;;"chadlou's inside";"0";"0"
"116";"2017-03-27";"chadlous.jpg";"chadlou's";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Uluniu St";"1";"Eng";;"bus";"con";"chadlou's";"0";"0"
"117";"2017-03-27";"champa thai.jpg";"champa thai";"0";"0";"0";"0";"21.395941666666666";"-157.7410583333333";"Oahu";"Kailua ";"Kailua";"Kuulei Rd";"1";"Eng";;"bus";"cont";"shop name champa thai";"0";"0"
"118";"2017-03-25";"check out brazilian.jpg";"check out brazilian";"0";"0";"0";"0";"21.394080555555554";"-157.74208055555553";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"Check out sign ";"0";"0"
"119";"2017-03-25";"Chinese item tag GNC.jpg";"Chinese item tag GNC";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"1";"CHN";;"bus";"con";"Chinese item tag GNC";"0";"0"
"120";"2016-10-28";"Christian pamphlets Kailua.jpg";"Christian pamphlets Kailua";"0";"0";"0";"1";"21.39375";"-157.74056944444442";"Oahu";"Kailua";"Kailua";"Kailua Rd";"2";"Jp, Eng";;"private";"decont";"Christian pamphlets Light of Life";"0";"0"
"121";"2017-02-03";"cinematic computer.jpg";"cinematic computer";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"cinematic computer";"0";"0"
"122";"2017-03-25";"citizen poster.jpg";"citizen poster";"0";"0";"0";"0";"21.39381111111111";"-157.74130277777778";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"citizen poster";"0";"0"
"123";"2017-03-27";"Close sign.jpg";"Close sign";"0";"0";"0";"0";"21.39723888888889";"-157.74188333333333";"Oahu";"Kailua ";"Kailua";"Uluniu St";"2";"Eng, Jp";;"bus";"cont";"Close sign";"0";"0"
"124";"2017-02-19";"closed.jpg";"closed";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"closed";"0";"0"
"125";"2017-02-19";"clothing and gift.jpg";"clothing and gift";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"clothing and gift";"0";"0"
"126";"2017-03-25";"cofee tag English and Japanese island treasure.jpg";"cofee tag English and Japanese island treasure";"0";"1";"0";"0";"21.39403888888889";"-157.74185277777775";"Oahu";"Kailua";"Kailua";"Kailua Rd";"2";"Eng, Jp";;"bus";"con";"cofee tag English and Japanese island treasure";"0";"0"
"127";"2017-03-25";"coffee curbs.jpg";"coffee curbs";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"cont";"coffee ";"0";"0"
"128";"2017-03-25";"coffee morning brew..jpg";"coffee morning brew.";"1";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"0";;;;;;"0";"0"
"129";"2016-10-28";"coffee shop menu Morning Brew.jpg";"coffee shop menu Morning Brew";"0";"0";"0";"1";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"2";"Eng, Jp";;"bus";"cont";"menu for breakfast";"0";"0"
"130";"2017-03-25";"coin chart island treasure.jpg";"coin chart island treasure";"0";"1";"0";"0";"21.394183333333334";"-157.74200555555555";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Jp";;"bus";"con";"coin chart island treasure";"0";"0"
"131";"2017-03-25";"cookies and cream grand opening banner.jpg";"cookies and cream grand opening banner";"0";"0";"0";"0";"21.39407222222222";"-157.7417611111111";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"cookies and cream grand opening banner";"0";"0"
"132";"2017-03-25";"cookies and cream poster.jpg";"cookies and cream poster";"0";"0";"0";"0";"21.393930555555556";"-157.7418361111111";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"cookies and cream poster";"0";"0"
"133";"2017-03-25";"Cookies and cream selling items.jpg";"Cookies and cream selling items";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"2";"Eng, Jp";;"bus";"con";"Cookies and cream selling items";"0";"0"
"134";"2017-03-27";"corepower yoga.jpg";"corepower yoga.jpg";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"shop name corepower";"0";"0"
"135";"2017-03-25";"counter 2.jpg";"counter 2";"1";"1";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hahani St";"0";;;;;;"0";"0"
"136";"2017-03-25";"counter bikinibird.jpg";"counter bikinibird";"1";"1";"0";"0";"21.392469444444444";"-157.74263055555554";"Oahu";"Kailua ";"Kailua";"Hekili St";"0";;;;;"counter bikinibird";"0";"0"
"137";"2017-03-25";"counter maui tacos.jpg";"counter maui tacos";"1";"1";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hahani St";"0";;;;;"counter maui tacos";"0";"0"
"138";"2017-04-01";"counter windward.jpg";"counter windward";"1";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Hoolai St.";"0";;;;;;"0";"0"
"139";"2017-03-25";"creapes no ka oi.jpg";"creapes no ka oi";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"2";"Eng, Hwn";;"bus ";"cont";"shop name";"0";"0"
"140";"2017-02-03";"crepe no okai free magazine.jpg";"crepe no okai free magazine";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Jp";;"bus";"descont";"free magazine aloha street";"0";"0"
"141";"2017-03-27";"creps no ka oi interior.jpg";"creps no ka oi interior";"1";"1";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"0";;;;;"creps no ka oi interior";"0";"0"
"142";"2017-04-01";"Cross here Japanese and English.jpg";"Cross here Japanese and English";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"2";"Jp, Eng";;"bus";"con";"Cross here Japanese and English";"0";"0"
"143";"2017-03-25";"curb customer.jpg";"curb customer";"1";"0";"0";"0";"21.392105555555556";"-157.74186666666665";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"cont";"curb customer";"0";"0"
"144";"2016-10-28";"customer comments Jp.jpg";"customer comments Jp";"0";"1";"0";"0";"21.396944444444443";"-157.73121666666668";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Jp";;"bus";"cont";"customer comments adventures";"0";"0"
"145";"2017-03-27";"customer parking only ivory.jpg";"customer parking only ivory";"0";"0";"0";"0";"21.39378888888889";"-157.74528611111108";"Oahu";"Kailua";"Kailua";"Kainehe St";"1";"Eng";;"bus";"con";"customer parking only ivory";"0";"0"
"146";"2017-03-27";"customer parking.jpg";"customer parking";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Uluniu St";"1";"Eng";;"bus";"con";"customer parking";"0";"0"
"147";"2017-03-27";"cutting zone.jpg";"cutting zone";"0";"0";"0";"0";"21.396916666666666";"-157.7426611111111";"Oahu";"Kailua ";"Kailua";"Uluniu St";"1";"Eng";;"bus";"con";"cutting zone";"0";"0"
"148";"2017-03-25";"daily special miyoshi.jpg";"daily special miyoshi";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"daily special miyoshi";"0";"0"
"149";"2017-03-27";"Data recovery.jpg";"Data recovery";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"Data recovery";"0";"0"
"150";"2017-03-27";"Dentist.jpg";"Dentist";"0";"0";"0";"0";"21.397011111111112";"-157.74275277777775";"Oahu";"Kailua ";"Kailua";"Uluniu St";"1";"Eng";;"bus";"con";"Dentist";"0";"0"
"151";"2017-03-25";"description Japanese sea salt island treasure.jpg";"description Japanese sea salt island treasure";"0";"1";"0";"0";"21.394175";"-157.74200555555555";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Jp";;"bus";"con";"description Japanese sea salt island treasure";"0";"0"
"152";"2017-03-27";"description of chocolate madre chocolate 2.jpg";"description of chocolate madre chocolate 2";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kainehe St";"2";"Eng, Jp";;"bus";"con";"description of chocolate madre chocolate 2";"0";"0"
"153";"2017-03-27";"description of chocolate madre chocolate.jpg";"description of chocolate madre chocolate";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kainehe St";"2";"Eng, Jp";;"bus";"con";"description of chocolate madre chocolate";"0";"0"
"154";"2017-03-25";"description of lipbalm lanikai bath and soap.jpg";"description of lipbalm lanikai bath and soap";"0";"1";"0";"0";"21.393975";"-157.74149999999997";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Jp";;"bus";"con";"description of lipbalm lanikai bath and soap";"0";"0"
"155";"2017-03-27";"description of shampoo muse.jpg";"description of shampoo muse ";"0";"1";"0";"0";"21.396916666666666";"-157.74270555555555";"Oahu";"Kailua ";"Kailua";"Uluniu St";"2";"Eng, Jp";;"bus";"con";"description of shampoo muse ";"0";"0"
"156";"2017-04-01";"direction and caution Japanese 2.jpg";"direction and caution Japanese 2";"0";"1";"0";"0";"21.393769444444445";"-157.74528611111108";"Oahu";"Kailua";"Kailua";"Kainehe St";"2";"Jp, Eng";;"bus";"con";"direction and caution Japanese 2";"0";"0"
"157";"2017-04-01";"direction and caution Japanese 3.jpg";"direction and caution Japanese 3";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kainehe St";"2";"Jp, Eng";;"bus";"con";"direction and caution Japanese 2";"0";"0"
"158";"2017-03-25";"direction.jpg";"direction";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Hwn";;"bus";"con";"direction";"0";"0"
"159";"2017-03-27";"do not bring outside food whole foods.jpg";"do not bring outside food whole foods";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"2";"Eng, Jp";;"bus";"con";"do not bring outside food whole foods";"0";"0"
"160";"2017-03-25";"do not feed the chickens mahaloha burger.jpg";"do not feed the chickens mahaloha burger";"0";"0";"0";"0";"21.391883333333332";"-157.7415611111111";"Oahu";"Kailua ";"Kailua";"Hekili St";"2";"Eng, Jp";;"bus";"con";"do not feed the chickens mahaloha burger";"0";"0"
"161";"2017-03-25";"door JCB sticker.jpg";"door JCB sticker";"0";"1";"0";"0";"21.392988888888887";"-157.7406";"Oahu";"Kailua ";"Kailua";"Hahani St";"2";"Jp, Eng";;"bus";"con";"door JCB sticker welcome";"0";"0"
"162";"2016-10-28";"door sticker bike rentals.jpg";"door sticker bike rentals";"0";"0";"0";"1";"21.3966";"-157.73130833333335";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng, Jp";;"bus";"cont";"JTB, Facebook more";"0";"0"
"163";"2017-03-27";"drake properties.jpg";"drake properties";"0";"0";"0";"0";"21.397269444444444";"-157.74201944444442";"Oahu";"Kailua ";"Kailua";"Uluniu St";"1";"Eng";;"bus";"cont";"shop name drake properties";"0";"0"
"164";"2017-03-25";"drink your wine.jpg";"drink your wine";"0";"0";"0";"0";"21.393225";"-157.74055555555555";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"drink your wine";"0";"0"
"165";"2017-02-19";"dry cleaners.jpg";"dry cleaners";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"dry cleaners";"0";"0"
"166";"2017-03-07";"E malama ika down to earth.jpg";"E malama ika down to earth";"0";"1";"0";"0";"21.389958333333333";"-157.74037222222222";"Oahu";"Kailua ";"Kailua";"Hamakua Rd";"2";"Hwn, Eng";;"bus";"cont";"E malama ika down to earth";"0";"0"
"167";"2017-03-25";"ecobag chocolate whole foods.jpg";"ecobag chocolate whole foods";"1";"1";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"0";;;;;"ecobag chocolate whole foods";"0";"0"
"168";"2017-03-25";"ecobag whole foods.jpg";"ecobag whole foods ";"1";"1";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"0";;;;;"ecobag";"0";"0"
"169";"2017-03-25";"employees only teddys.jpg";"employees only teddy's";"0";"1";"0";"0";"21.39305";"-157.74063055555555";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"employees only teddy's";"0";"0"
"170";"2017-03-25";"English and Japanese kailua map.jpg";"English and Japanese kailua map";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hahani St";"2";"Eng, Jp";;"bus";"decont";"English and Japanese kailua map";"0";"0"
"171";"2017-03-25";"English and Japanese tag grylt.jpg";"English and Japanese tag grylt";"0";"1";"0";"0";"21.393733333333333";"-157.74076944444442";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"2";"Eng, Jp";;"bus";"con";"English and Japanese tag grylt";"0";"0"
"172";"2017-04-01";"English contract windward.jpg";"English contract windward";"0";"1";"0";"0";"21.395005555555556";"-157.74498055555554";"Oahu";"Kailua";"Kailua";"Hoolai St.";"1";"Eng";;"bus";"con";"English contract windward";"0";"0"
"173";"2017-03-25";"English map in location.jpg";"English map in location ";"0";"0";"0";"0";"21.391877777777776";"-157.74125555555554";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"decont";"Kailua town map on shop";"0";"0"
"174";"2017-03-25";"English menu bale.jpg";"English menu bale";"0";"0";"0";"0";"21.39227222222222";"-157.74243055555553";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"bale menu";"0";"0"
"175";"2017-03-25";"English menu buona sera.jpg";"English menu buona sera";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"menu buona sera";"0";"0"
"176";"2017-03-27";"English menu prima inside.jpg";"English menu prima inside";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Hamakua Rd";"1";"Eng";;"bus";"con";"English menu prima inside";"0";"0"
"177";"2017-03-25";"English menu thai food.jpg";"English menu thai food";"0";"0";"0";"0";"21.393113888888887";"-157.74053888888886";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"English menu";"0";"0"
"178";"2017-03-25";"English menu.jpg";"English menu";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"English menu";"0";"0"
"179";"2017-03-25";"English sign cusuming raw or uncooked food.jpg";"English sign cusuming raw or uncooked food";"0";"0";"0";"0";"21.393113888888887";"-157.74053888888886";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"English sign cusuming raw or uncooked food";"0";"0"
"180";"2017-03-27";"exteria madre chocolate.jpg";"exteria madre chocolate";"1";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kainehe St";"0";;;;;"exteria madre chocolate";"0";"0"
"181";"2017-03-25";"family store wall.jpg";"family store wall";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"shop name family";"0";"0"
"182";"2017-03-25";"fashion magazine lanikai bath.jpg";"fashion magazine lanikai bath";"0";"1";"0";"0";"21.393980555555554";"-157.74121111111108";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Jp";;"bus";"decont";"fashion magazine lanikai bath";"0";"0"
"183";"2017-03-25";"Fatboy inside menu.jpg";"Fatboy inside menu";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"menu fatboy";"0";"0"
"184";"2017-03-25";"fatboy poster where local eat.jpg";"fatboy poster where local eat";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"fatboy poster where local eat";"0";"0"
"185";"2017-03-25";"fatboy poster.jpg";"fatboy poster";"0";"0";"0";"0";"21.393344444444445";"-157.740525";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"fatboy poster";"0";"0"
"186";"2017-03-25";"fatboy sign door.jpg";"fatboy sign door";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"shop name formacgio";"0";"0"
"187";"2017-03-25";"fatboy sign.jpg";"fatboy sign";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"fatboy sign";"0";"0"
"188";"2016-10-28";"Fatboys poster Kailua.jpg";"Fatboys poster Kailua";"0";"0";"0";"0";"21.393355555555555";"-157.74018888888887";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"cont";"Fatboys where locals eat";"0";"0"
"189";"2017-03-25";"Fatboys.jpg";"Fatboy's";"0";"0";"0";"0";"21.393349999999998";"-157.74018888888887";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"shop name fatboy's";"0";"0"
"190";"2016-10-28";"Fatboys1.jpg";"Fatboys";"0";"0";"0";"0";"21.393255555555555";"-157.7405083333333";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"cont";"Fatboys signs on door";"0";"0"
"191";"2017-03-25";"Fighting ed guide book Local Hawaii.jpg";"Fighting ed guide book Local Hawaii ";"0";"1";"0";"0";"21.393780555555555";"-157.7424472222222";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Jp";;"bus";"decont";"guidbook";"0";"0"
"192";"2017-03-25";"Fighting ed magazine page.jpg";"Fighting ed magazine page";"0";"1";"0";"0";"21.393816666666666";"-157.74261388888888";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Jp";;"bus";"decont";"Fighting ed magazine page";"0";"0"
"193";"2017-03-25";"Fighting ed wall.jpg";"Fighting ed wall";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"Fighting ed wall";"0";"0"
"194";"2017-03-25";"Fighting ed.jpg";"Fighting ed";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"Fighting ed wall";"0";"0"
"195";"2017-03-25";"Finance factors wall.jpg";"Finance factors wall";"0";"0";"0";"0";"21.393988888888888";"-157.7418222222222";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"shop name finance factors ";"0";"0"
"196";"2017-03-27";"fit body bootcamp.jpg";"fit body bootcamp";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Kuulei Rd";"1";"Eng";;"bus";"cont";"fit body bootcamp";"0";"0"
"197";"2017-03-27";"fitting room muse Japanese and English sign.jpg";"fitting room muse Japanese and English sign";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Uluniu St";"2";"Eng, Jp";;"bus";"con";"fitting room muse Japanese and English sign";"0";"0"
"198";"2017-02-19";"florist.jpg";"florist";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"florist";"0";"0"
"199";"2017-02-03";"flower child.jpg";"flower child";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Uluniu St";"1";"Eng";;"bus";"con";"flower child";"0";"0"
"200";"2017-03-27";"following us  prima.jpg";"following us  prima ";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Hamakua Rd";"1";"Eng";;"bus";"con";"following us  prima ";"0";"0"
"201";"2016-10-28";"forks spoons whole foods Kailua.jpg";"forks spoons whole foods Kailua";"0";"1";"0";"1";"21.39387222222222";"-157.74270555555555";"Oahu";"Kailua";"Kailua";"Hunakai";"2";"Eng, Jp";;"bus";"cont";"chopsticks, spoons, forks";"0";"0"
"202";"2017-03-25";"formacgio shop sign.jpg";"formacgio shop sign";"0";"0";"0";"0";"21.393283333333333";"-157.740525";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"shop name formagio ";"0";"0"
"203";"2017-03-25";"formacgio.jpg";"formacgio";"0";"0";"0";"0";"21.393255555555555";"-157.7405083333333";"Oahu";"Kailua ";"Kailua";"Hahani St";"1";"Eng";;"bus";"con";"shop name fatboy door";"0";"0"
"204";"2017-03-25";"fountain.jpg";"fountain";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"0";;"yes";;;"fountain";"0";"0"
"205";"2017-02-03";"free magazine and map kailua foods land.jpg";"free magazine and map kailua foods land";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hamakua Rd";"1";"Jp";;"bus";"decont";"magazine and map";"0";"0"
"206";"2017-03-25";"free magazines whole foods.jpg";"free magazines whole foods";"0";"0";"0";"0";"21.393866666666668";"-157.74239999999998";"Oahu";"Kailua ";"Kailua";"Kailua Rd";"2";"Jp, Hwn";;"bus";"descont";"Free magazine";"0";"0"
"207";"2017-03-25";"Free potate Japanese sign mahaloha.jpg";"Free potate Japanese sign mahaloha";"0";"0";"0";"0";"21.39213611111111";"-157.7415472222222";"Oahu";"Kailua ";"Kailua";"Hekili St";"2";"Jp, Eng";;"bus";"cont";"free french fried";"0";"0"
"208";"2017-03-25";"free run club poster.jpg";"free run club poster";"0";"0";"0";"0";"21.39393888888889";"-157.74146944444442";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Eng";;"bus";"con";"free run club poster";"0";"0"
"209";"2017-03-07";"Fresh squeezed green juice.jpg";"Fresh squeezed green juice";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Uluniu St";"1";"Eng";;"bus";"con";"Fresh squeezed green juice";"0";"0"
"210";"2017-03-07";"from honolulu metromix.jpg";"from honolulu metromix";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Uluniu St";"1";"Eng";;"bus";"con";"from honolulu metromix";"0";"0"
"211";"2017-03-27";"frost inside.jpg";"frost inside";"1";"1";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Oneawa St";"0";;;;;"frost inside";"0";"0"
"212";"2017-03-27";"frost menu.jpg";"frost menu";"0";"1";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Oneawa St";"1";"Eng";;"bus";"cont";"frost men";"0";"0"
"213";"2017-03-07";"Frost.jpg";"Frost";"0";"0";"0";"0";"21.39563888888889";"-157.7444611111111";"Oahu";"Kailua ";"Kailua";"Oneawa St";"1";"Eng";;"bus";"cont";"shop name Frost";"0";"0"
"214";"2017-02-03";"Futsal inparadise.jpg";"Futsal inparadise";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Hekili St";"1";"Eng";;"bus";"con";"Futsal inparadise";"0";"0"
"215";"2017-03-07";"g barbar shop.jpg";"g barbar shop";"0";"0";"0";"0";"0";"0";"Oahu";"Kailua ";"Kailua";"Oneawa St";"1";"Eng";;"bus";"cont";"shop name g barbar shop";"0";"0"
"216";"2017-03-07";"g barber window.jpg";"g barber window";"0";"0";"0";"0";"21.395408333333332";"-157.74443055555554";"Oahu";"Kailua ";"Kailua";"Oneawa St";"1";"Eng";;"bus";"cont";"g barber window";"0";"0"
"217";"2016-10-28";"G_Beach adventure bike return Kailua.jpg";"G_Beach adventure bike return Kailua";"0";"0";"0";"1";"21.396958333333334";"-157.73116944444445";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Jp";;"bus";"cont";"return bikes (2 signs)";"0";"0"
"218";"2016-10-28";"G_Beach adventures bike return..jpg";"G_Beach adventures bike return.";"1";"0";"0";"0";"0";"0";"Oahu";"Kailua";"Kailua";"Kailua Rd";"1";"Jp, Eng";;"bus";"cont";"Bike return, mostly Jp";"0";"0"
